,active,community,country,label,links,name,title
133,Yes,0,Poland,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Actual idealism, Adam Koc, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alliance , Alliance of Democrats , Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Andrés Soriano, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-Semitism, Anti-communism, Anti-fascism, Ardengo Soffici, Arditi, Arrow Cross Party, Art of the Third Reich, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Beer Hall Putsch, Benito Mussolini, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Bolesław Piasecki, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Camp of Great Poland, Camp of National Unity, Canadian Union of Fascists, Capitalism, Carl Schmitt, Carlo Costamagna, Catholic-National Movement, Catholic People's Party , Centrolew, Chamber of Fasci and Corporations, Charles Luca, Christian Democracy , Christian National Union, Christian Union of National Unity, Christofascism, Citizens' Movement for Democratic Action, Civic Platform, Class collaboration, Clerical People's Party, Clerical fascism, Clericalism, Communist Party of Poland, Communist Party of Poland , Confederation of Independent Poland, Congress of the New Right, Conservatism, Conservative People's Party , Corfu incident, Corneliu Zelea Codreanu, Corporatism, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Das Reich , Das Schwarze Korps, Definitions of fascism, Democratic Fascist Party, Democratic Left Alliance, Democratic Party – demokraci.pl, Democratic Union , Denazification, Der Angriff, Der Stürmer, Detention Camp Bereza Kartuska, Deutsche Allgemeine Zeitung, Deutsche Zeitung in Norwegen, ...]",National Radical Camp (ONR),national_radical_camp_(onr)
134,,2,Netherlands,party,"[50PLUS, Alliance of Liberals and Democrats for Europe, Amsterdam, Christian Democratic Appeal, Christian Union , Conservatism, Cultural nationalism, Democrats 66, Denk , Direct democracy, Dutch general election, 2017, Dutch language, Dutch municipal election, 2018, E-democracy, Elections in Netherlands, Europe of Nations and Freedom, European Conservatives and Reformists, European People's Party, European United Left–Nordic Green Left, Euroscepticism, Financial Times, Greens–European Free Alliance, GroenLinks, Heinrich Böll Foundation, Historic composition of the House of Representatives of the Netherlands, House of Representatives , House of Representatives of the Netherlands, Independent Senate Group, Labour Party , Lijsttrekker, Maroon, National Reserve Corps, Nationalism, Nederlandse Publieke Omroep , Netherlands, Organic agriculture, Parliamentary leader, Party chair, Party for Freedom, Party for the Animals, Party leader, Party secretary, People's Party for Freedom and Democracy, Political spectrum, Politics of Netherlands, Politics of the Netherlands, Prime Minister of the Netherlands, Referendum, Renewable energy, Royal Netherlands Army, Senate , Senate of the Netherlands, Sharing economy, Specialty , States-Provincial, Theo Hiddema, Thierry Baudet, Think tank, Treasurer, Youth wing]",Forum for Democracy,forum_for_democracy
135,Yes,1,Italy,movement,"[/pol/, 11th Hour Remnant Messenger, 2011 Florence shootings, Abortion, Administer Trentino, Advance healthcare directive, Afrikaner Volksfront, Afrikaner Weerstandsbeweging, Afrophobia, Alex Linder, Alt-right, Alto Adige in the Heart, American Freedom Party, American Nazi Party, American Renaissance , Anti-American, Anti-Defamation League, Anti-Zionism, Anti-Zionist, Anti-capitalism, Anti-fascism, Anti-imperialism, Anti-racism, Antifa , Antipodean Resistance, Antisemitic, Antisemitism, Antiziganism, Apartheid, Arktos Media, Article 1 – Democratic and Progressive Movement, Aryan Guard, Aryan Nations, Aryan race, Associative Movement Italians Abroad, Autonomy Liberty Participation Ecology, Autonomy and Rights, Bibliothèque nationale de France, Black, Blanke Bevrydingsbeweging, Blood & Honour, British National Party, British Union of Fascists, Brothers of Italy, Brussels, Candour , Capitalism, Che Guevara, Chinese people, Christian Identity, Christian Popular Union, Christianity, Citizens' Union for South Tyrol, Civic Choice, Civic Commitment, Civil protection, Combat 18, Communist Refoundation Party, Congress of Verona , Conservative Party , Corriere della Sera, Council of Conservative Citizens, Creativity , Democracy and Autonomy, Democratic Centre , Democratic Party , Demos , Derek Black Show, Die Freiheitlichen, Direction Italy, Diventerà Bellissima, Diving, Dutch Peoples-Union, Edelweiss , Elections in Italy, Energies for Italy, Esquilino, Ethnic nationalism, Eugenics, European-American Unity and Rights Organization, Euroscepticism, Ezra Pound, Family Day, Fascism, Federation of the Greens, Finnish Resistance Movement, Finnish Security Intelligence Service, Five Star Movement, Flash and Circle, For Our Valley, For the Autonomies, Forza Italia , Fourteen Words, Free and Equal , Front Comtois, Gab , Golden Dawn , Greens , Greg Johnson , Hammerskins, ...]",CasaPound Italia,casapound_italia
136,No,0,Portugal,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Action Française, Actual idealism, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Albert Vincent, Alceste De Ambris, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alphonse de Châteaubriant, Alt-right, Anarcho-syndicalism, Anastasy Vonsiatsky, Anationalism, André Pascalon, Andrés Soriano, Angelo Oliviero Olivetti, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-communism, Anti-fascism, Anti-liberalism, Anti-nationalism, Anti-semitism, Antisemitism, Ardengo Soffici, Arditi, Argentine Regional Workers' Federation, Arrow Cross Party, Art of the Third Reich, Arturo Labriola, Assassination of Luis Carrero Blanco, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Banal nationalism, Beer Hall Putsch, Benito Mussolini, Berkeley, California, Black Brigades, Black Front , Black nationalism, Blackshirts, Blind nationalism, Blue Division, Blue Shirts Society, Blueshirts, Bolesław Piasecki, Bourgeois, Bourgeois nationalism, Brazilian Integralism, Brazilian Workers Confederation, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Business nationalism, Canadian Union of Fascists, Carl Schmitt, Carlism, Carlo Costamagna, Carlos Arias Navarro, Centralism, Cercle Proudhon, Chamber of Fasci and Corporations, Charles Luca, Charles Maurras, Christian nationalism, Christofascism, Civic nationalism, Class collaboration, Clerical People's Party, Clerical fascism, Clericalism, Co-operative economics, Communism, Company union, Confederacion General del Trabajo de España, Confederación Nacional del Trabajo, Conservatism, Constitutional patriotism, Copyleft, Corfu incident, Corneliu Zelea Codreanu, ...]",National Syndicalists,national_syndicalists
137,,2,Switzerland,party,"[Adolf Ogi, Aftenposten, Agrarianism, Agricultural subsidy, Albert Rösti, AlpTransit, Alternative Left, Anti-immigration, Anti-militarism, BBC News, Basler Zeitung, Belfast Telegraph, Bern, Bourgeois, Campaign for an Independent and Neutral Switzerland, Canton of Glarus, Cantons of Switzerland, Carbon tax, Centrism, Christian Democratic People's Party of Switzerland, Christian Social Party , Christian Social Party of Obwalden, Christoph Blocher, Conservatism, Conservative Democratic Party of Switzerland, Council of States , Council of States of Switzerland, Crime prevention, Criticism of Islam, Dark Green, Deficit spending, Democratic Party , Die Welt, Direct democracy, Dominique Baettig, Economic liberalism, Elections in Switzerland, Enlargement of Switzerland, Environmental protection, Environmentalism, European Economic Area, European integration, European migrant crisis, Euroscepticism, Evangelical People's Party of Switzerland, Eveline Widmer-Schlumpf, FDP.The Liberals, Fascism, Federal Assembly of Switzerland, Federal Council , Federal Democratic Union of Switzerland, Federal popular initiative ""Against mass immigration"", Free Democratic Party of Switzerland, Freedom Party of Switzerland, French language, Fritz Hofmann , Geneva Citizens' Movement, German language, Global climate change, Graubünden, Green Liberal Party of Switzerland, Green Party of Switzerland, Guy Parmelin, Hans Conzett, Hans Uhlmann, Historical Dictionary of Switzerland, Immigration, Independent politician, Integrated Authority File, Intergovernmental organization, International Standard Book Number, International law, Internationalism , Isolationism, Italian language, Judiciary, Left-wing politics, Libya–Switzerland relations, Magic formula, Megaproject, Meritocracy, Militia, Minaret controversy in Switzerland, Motorways of Switzerland, Muammar al-Gaddafi, NATO, National Council , National Council of Switzerland, Nationalism, New York Times, Nuclear power, Nursery school, Parental leave, Party of Farmers, Traders and Independents, Pirate Party Switzerland, Political spectrum, Politics of Switzerland, Presses universitaires du Septentrion, Proportional representation, Protestant, ...]",Swiss People's Party,swiss_people's_party
138,Yes,10,Latvia,movement,[],National Alliance,national_alliance
139,No,0,Bulgaria,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Actual idealism, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Alexander Belev, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-communism, Anti-fascism, Antisemitism, Ardengo Soffici, Arditi, Arrow Cross Party, Art of the Third Reich, Asen Kantardzhiev, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Beer Hall Putsch, Benito Mussolini, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Bolshevik, Boris III of Bulgaria, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Bulgaria, Bulgarian Orthodox Church, Canadian Union of Fascists, Carl Schmitt, Carlo Costamagna, Chamber of Fasci and Corporations, Christofascism, Class collaboration, Clerical People's Party, Clerical fascism, Conservatism, Corfu incident, Corneliu Zelea Codreanu, Corporatism, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Das Reich , Das Schwarze Korps, Definitions of fascism, Democratic Fascist Party, Denazification, Der Angriff, Der Stürmer, Deutsche Allgemeine Zeitung, Deutsche Zeitung in Norwegen, Deutsche Zeitung in den Niederlanden, Dictatorship, Dimitrije Ljotić, Dionisio Ridruejo, Economic interventionism, Economics of fascism, Einsatzgruppen, Enabling Act of 1933, Enrico Corradini, Eoin O'Duffy, Esoteric Nazism, Eugenics, Faisceau, Falange Española de las JONS, Falangism, Falangism in Latin America, Fall of the Fascist regime in Italy, Fascio, Fascism, Fascism and ideology, Fascism in Africa, ...]",Ratniks,ratniks
140,No,4,Italy,movement,"[Abruzzo, Act to Stop the Decline, Action Party , Action Party , Alessandra Mussolini, Alfredo Covelli, Alfredo Pazzaglia, Alliance for Italy, Alliance of Progressives, Anti-communism, Anti-establishment, Anti-fascism, Apulia, Araldo Crollalanza, Arturo Michelini, Augusto De Marsanich, Autonomists for Europe, Autonomous University of Barcelona, Bari, Basilicata, Benito Mussolini, Berlusconi I Cabinet, Bettino Craxi, Black, Black Sun , Bologna, Cagliari, Calabria, Campania, Catania, Central Italy, Centralization, Centrism , Cesco Giulio Baghino, Christian Democracy , Christian Democracy for the Autonomies, Christian Democratic Centre, Christian Democrats for the Republic, Cold War, Combatants' Party, Common Man's Front, Communism, Communist Party of Italy, Conservatism, Conservative Catholics , Conservatives and Reformists , Constitution of Italy, Constitutional Democratic Party , Cristoforo Filetti, Democracy is Freedom – The Daisy, Democratic Alliance , Democratic Fascist Party, Democratic Left , Democratic Liberal Party , Democratic Party of the Left, Democratic Union , Democratic Union for the Republic, Democrats of the Left, Deutsche Reichspartei, Digital object identifier, Dissident Left, Economic Party , Elections in Italy, Encyclopædia Britannica, Enea Franza, Ernesto De Marzio, Esercito Nazionale Repubblicano, Eurocommunism, Europe, European Democracy, European Economic Community, European Monetary System, European Right , European Right , European Right , European Social Movement, European nationalism, Falange, Fascism, Foggia, Force of the South, Forza Italia, Francesco Servello, Francoist Spain, Freedom Party of Austria, Freedom Party of South Tyrol, Friuli-Venezia Giulia, Future and Freedom, Gastone Nencioni, Genoa, Giacinto Trevisonno, Gianfranco Fini, Gino Birindelli, Giorgio Almirante, Giovanni Roberti, Giulio Maceratini, Giuseppe Tatarella, Government of Change, Grand coalition , Historical Far Left, ...]",Italian Social Movement,italian_social_movement
141,?,0,Spain,movement,"[Anarchist, CEDADE, Celtic cross, Communist, Covert cell, Elections in Spain, España 2000, Far right, Football , France, François Duprat, French language, Herri Batasuna, Hooliganism, International Standard Book Number, Iñaki Esnaola, Josu Muguruza Guarrotxena, Madrid, National Democracy , Nazi-Skinheads, Neo-Fascism, Neo-Nazism, Neonazism, Parti des forces nouvelles, Political spectrum, Politics of Spain, Serge Ayoub, Spain, Spanish nationalism, Third Position, Third Way , Ultras, White nationalism, Xavier Casals]",Bases Autónomas,bases_aut?nomas
142,No,0,Italy (RSI),movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Act to Stop the Decline, Action Party , Action Party , Actual idealism, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Alessandro Pavolini, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alliance for Italy, Alliance of Progressives, Allies of World War II, Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Ancient Rome, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-communism, Anti-fascism, Anti-monarchism, Antisemitism, Ardengo Soffici, Arditi, Arrow Cross Party, Art of the Third Reich, Austrian National Socialism, Austrofascism, Authoritarianism, Autonomists for Europe, Aventine Secession , Axis powers, Beer Hall Putsch, Benito Mussolini, Black, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Bolsheviks, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Brown, Canadian Union of Fascists, Capitalism, Carl Schmitt, Carlo Costamagna, Central Italy, Centrism , Chamber of Fasci and Corporations, Christian Democracy , Christian Democracy for the Autonomies, Christian Democratic Centre, Christian Democrats for the Republic, Christofascism, Class collaboration, Class conflict, Clerical People's Party, Clerical fascism, Combatants' Party, Common Man's Front, Communist Party of Italy, Congress of Verona , Conservatism, Conservative Catholics , Conservatives and Reformists , Constitutional Democratic Party , Corfu incident, Corneliu Zelea Codreanu, Corporatism, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Das Reich , Das Schwarze Korps, Death of Benito Mussolini, Definitions of fascism, Democracy is Freedom – The Daisy, Democratic Alliance , Democratic Fascist Party, Democratic Left , ...]",Partito Fascista Repubblicano (PFR),partito_fascista_repubblicano_(pfr)
143,No,0,Romania,movement,[],Iron Guard,iron_guard
144,No,0,Albania,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, Abba Ahimeir, Acerbo Law, Achille Starace, Actual idealism, Administrative divisions of Albania, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Ahnenerbe, Ailtirí na hAiséirghe, Albania, Albania between wars, Albanian Christian Democratic Movement, Albanian Fascist Militia, Albanian Kingdom , Albanian Kingdom , Albanian Lictor Youth, Albanian National Front Party, Albanian constitutional referendum, 1994, Albanian constitutional referendum, 1998, Albanian language, Albanian local elections, 2007, Albanian local elections, 2011, Albanian local elections, 2015, Albanian monarchy referendum, 1997, Albanian nationalism, Albanian parliamentary election, 2009, Albanian parliamentary election, 2013, Albanian parliamentary election, 2017, Albanian presidential election, 2007, Albanian presidential election, 2012, Albanian presidential election, 2017, Albanians, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Allies of World War II, Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-communism, Anti-fascism, Ardengo Soffici, Arditi, Arrow Cross Party, Art of the Third Reich, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Balli Kombëtar, Beer Hall Putsch, Benito Mussolini, Bernd Jürgen Fischer, Black, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Cabinet of Albania, Canadian Union of Fascists, Carl Schmitt, Carlo Costamagna, Chamber of Fasci and Corporations, Christian Democratic Party of Albania, Christofascism, Class collaboration, Clerical People's Party, Clerical fascism, Communist Party of Albania , Conservatism, Constitution of Albania, Constitutional Court of Albania, Corfu incident, Corneliu Zelea Codreanu, Corporatism, Counties of Albania, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Das Reich , Das Schwarze Korps, Definitions of fascism, Demochristian Party of Albania, ...]",Albanian Nazi Party,albanian_nazi_party
145,Yes,1,United Kingdom,movement,"[2013 Egyptian coup d'état, 2017 Finsbury Park attack, 2018 United States federal budget, 7 July bombings, A. K. Chesterton, A Better Britain – Unionist Party, Abstentionism, Adam Walker , Advertising Standards Authority , Al-Nusra Front, Alan Lake , Alexander Raven Thomson, Alexandria, Allah, Alliance Party of Northern Ireland, Alliance of Liberals and Democrats for Europe Group, Alliott Verdon Roe, America First Party , Andrew Brons, Andrew Fountaine, Andrew Neil, Anglo-German Fellowship, Anjem Choudary, Anne Marie Waters, Anthony Hancock , Anthony Reed Herbert, Anti-abortion movements, Archbishop of Canterbury, Archibald Maule Ramsay, Arnold Leese, Arthur Kemp, Arthur Wellesley, 5th Duke of Wellington, BBC London News, BBC News, BBC Three, Ballygowan, Barry Domvile, Battle of Cable Street, Belfast, Belfast City Council, Belfast City Hall, Belfast City Hall flag protests, Belfast Telegraph, Bexleyheath, Blood & Honour, Bradford, Bradford West , Bristol Type 143, Britannica Party, British Armed Forces, British Brothers League, British Democratic Party, British Democratic Party , British Empire Party, British Fascism, British Fascists, British Freedom Party, British League of Ex-Servicemen and Women, British League of Rights, British Movement, British National Party, British National Party , British National Party election results, British People's Party , British People's Party , British Union of Fascists, British culture, British nationalism, British unionism, Britishness, Britons Publishing Society, Burqa, Cabinet Office, Calais, Calvinist, Candour , Casuals United, Catherine Mayer, Channel 4 News, Child grooming, Christian Council of Britain, Christian fundamentalism, Chuka Umunna, Citizen's arrest, Co-operative Party, Colin Jordan, Column 88, Combat 18, Community Security Trust, Conservative Democratic Alliance, Conservative Party , Constitutional Movement, Cornish Assembly, Cornish Constitutional Convention, Cornish nationalism, Council on American–Islamic Relations, Crossbencher, Cymru Annibynnol, Cymru Sovereign, Daily Mail, ...]",Britain First,britain_first
146,No,26,Lithuania,movement,"[3OH!3, Aaron Bruno, Abbey Road Studios, Advanced Idea Mechanics, Agent Carter , Agent Carter , Agent Carter , Agent Carter , Agents of S.H.I.E.L.D., Agents of S.H.I.E.L.D.: Slingshot, Agents of S.H.I.E.L.D. , Agents of S.H.I.E.L.D. , Agents of S.H.I.E.L.D. , Agents of S.H.I.E.L.D. , Agents of S.H.I.E.L.D. , Aldrich Killian, AllMusic, All Hail the King, All the Stars, Allmusic, Alternative rock, Alternative versions of Iron Man, Andrew Stockdale, Ant-Man , Ant-Man , Ant-Man and the Wasp, Armor Wars, Army of Two: The Devil's Cartel, Ashley Hamilton, Avengers: Age of Ultron, Avengers: Age of Ultron , Avengers: Infinity War, Avengers: Infinity War , Avengers Mansion, Awolnation, Bethany Cabe, Billboard 200, Black Panther , Black Panther , Black Widow , Blizzard , Blood Brothers , Blue , Brian Tyler , Capital Cities , Captain America: Civil War, Captain America: Civil War , Captain America: Super Soldier, Captain America: The First Avenger, Captain America: The First Avenger , Captain America: The Winter Soldier, Captain America: The Winter Soldier , Captain Marvel , Civil War , Civil War II, Claire Temple , Cloak & Dagger , Concept album, Controller , Crimson Cowl , Crimson Dynamo, Dan Reynolds , Daredevil , Daredevil , Daredevil , Daredevil , Dave Katz, Demon in a Bottle, Detroit Steel, Doctor Doom, Doctor Strange , Doctor Strange , Don Heck, Doomquest, Dreadknight, Edwin Jarvis, Eiffel 65, Empire , Episodes 1 and 2 , Erik Selvig, Extremis, Film score, Fin Fang Foom, Firebrand , Firepower , Force Works, Friday , Fury's Big Week, Ghost , Guardians of the Galaxy , Guardians of the Galaxy , Guardians of the Galaxy Vol. 2, Guardians of the Galaxy Vol. 2 , Guardians of the Galaxy – Mission: Breakout!, Guardsman , H.O.M.E.R., Happy Hogan , High5Collective, Ho Yinsen, Hollywood Records, ...]",Iron Wolves [3],iron_wolves_[3]
147,No,0,Romania,movement,"[1934 Montreux Fascist conference, 4th of August Regime, 6 February 1934 crisis, A. C. Cuza, Abba Ahimeir, Acerbo Law, Actual idealism, Adolf Hitler, Afrikaner Weerstandsbeweging, Agostino Lanzillo, Agrarian League , Agrarian Union Party, Ahnenerbe, Ailtirí na hAiséirghe, Albanian Fascist Militia, Albanian Fascist Party, Alexandru Vaida-Voevod, Alfred Bonfert, Alfred Ploetz, Alfred Rosenberg, Alfredo Rocco, Allach , Alphonse de Châteaubriant, Alt-right, Anastasy Vonsiatsky, Ante Pavelić, Anti-Comintern Pact, Anti-Nazi League, Anti-Semitism, Anti-communism, Anti-fascism, Ardengo Soffici, Arditi, Arrow Cross Party, Art of the Third Reich, Austrian National Socialism, Austrofascism, Authoritarianism, Aventine Secession , Axis powers, Banat, Beer Hall Putsch, Benito Mussolini, Bessarabian Peasants' Party, Black Brigades, Black Front , Blackshirts, Blue Shirts Society, Blueshirts, Brazilian Integralism, Breton Social-National Workers' Movement, Brit HaBirionim, British Fascism, British Fascists, British People's Party , British Union of Fascists, Bukovina, Canadian Union of Fascists, Capitalism, Carl Schmitt, Carlo Costamagna, Carol II of Romania, Chamber of Fasci and Corporations, Christofascism, Citizen Bloc, Class collaboration, Clerical People's Party, Clerical fascism, Conservatism, Conservative-Democratic Party, Conservative Party , Cooperative farming, Corfu incident, Corneliu Zelea Codreanu, Corporatism, Corpul Muncitoresc Legionar, Crusade of Romanianism, Crypto-fascism, Curzio Malaparte, Cuvântul, Das Reich , Das Schwarze Korps, Definitions of fascism, Democratic Fascist Party, Democratic Peasants' Party–Lupu, Democratic Peasants' Party–Stere, Democratic Union Party , Denazification, Der Angriff, Der Stürmer, Deutsche Allgemeine Zeitung, Deutsche Zeitung in Norwegen, Deutsche Zeitung in den Niederlanden, Dictatorship, Dimitrije Ljotić, Dionisio Ridruejo, Economic interventionism, Economics of fascism, Einsatzgruppen, Elena Bacaloglu, ...]",National Rumanian Fascio,national_rumanian_fascio
148,,5,Armenia,party,"[1896 Ottoman Bank takeover, 2008 Armenian presidential election protests, A. Gulkandanian, ARF History Museum, Abdul Hamid II, Abraham Gyulkhandanyan, Adana massacre, Administration for Western Armenia, Aghbiur Serob, Agrarian reform, Ahmed Riza, Al-Jama'a al-Islamiyya , Albania, Alexander Kerensky, Alexander Khatisyan, Alik, All Armenian Labour Party, Alliance Party , Allies of World War I, Amal Movement, Amine Gemayel, Andorra, Andranik, Andranik Ozanian, Andranik Toros Ozanian, Anti-Armenianism, Anti-communism, António Costa, Arabo, Aragatsotn, Aram Manukian, Archbishop, Armavir, Armenia, Armen Garo, Armen Rustamyan, Armen Sarkissian, Armenakan-Democratic Liberal Party, Armenakan Party, Armenia, ArmeniaNow, Armenia Our Home, Armenian-Dutch, Armenian-Iranians, Armenian-Tatar massacres, Armenian Americans, Armenian Apostolic Church, Armenian Argentine, Armenian Australian, Armenian Brazilian, Armenian Canadians, Armenian Communist Party, Armenian Democratic Liberal Party, Armenian Genocide, Armenian Genocide reparations, Armenian Liberal Party, Armenian National Committee of America, Armenian National Congress, Armenian Relief Society, Armenian Renaissance , Armenian Revolutionary Army, Armenian Revolutionary Federation, Armenian Revolutionary Federation in Iran, Armenian Revolutionary Federation in Lebanon, Armenian SSR, Armenian Secret Army for the Liberation of Armenia, Armenian Soviet Encyclopedia, Armenian Weekly, Armenian Workers Communist Party, Armenian Workers Union, Armenian Youth Federation, Armenian constitutional referendum, 2015, Armenian diaspora, Armenian fedayees, Armenian fedayi, Armenian genocide, Armenian immigration to Mexico, Armenian language, Armenian lobby in the United States, Armenian militia, Armenian national awakening, Armenian national liberation movement, Armenian national movement, Armenian nationalism, Armenian parliamentary election, 1990, Armenian parliamentary election, 1995, Armenian parliamentary election, 1999, Armenian parliamentary election, 2003, Armenian parliamentary election, 2007, Armenian parliamentary election, 2012, Armenian parliamentary election, 2017, Armenian presidential election, 1991, Armenian presidential election, 1996, Armenian presidential election, 1998, Armenian presidential election, 2003, Armenian presidential election, 2008, Armenian presidential election, 2013, Armenian presidential election, 2018, Armenian resistance, Armenians in Abkhazia, Armenians in Afghanistan, ...]",Armenian Revolutionary Federation,armenian_revolutionary_federation
149,No,1,United Kingdom,movement,"[2011 Norway attacks, 43 Group, A. K. Chesterton, Adam Walker , Alan Lake , Aleksandr Dugin, Alexander Barkashov, Alexander Raven Thomson, Alliott Verdon Roe, Alt-right, American Nazi Party, Andrew Brons, Andrew Fountaine, Anglo-German Fellowship, Anne Marie Waters, Anthony Hancock , Anthony Reed Herbert, Anti-communism, Archibald Maule Ramsay, Arnold Leese, Arthur Kemp, Arthur Wellesley, 5th Duke of Wellington, Aryan Nations, Australia First Party, Authoritarianism, Barry Domvile, Battle of Cable Street, Belgium, Benito Mussolini, Bethnal Green, Blood & Honour, Britain First, British Brothers League, British Democratic Party, British Democratic Party , British Empire Party, British Fascism, British Fascists, British Freedom Party, British League of Ex-Servicemen and Women, British League of Rights, British Movement, British National Front, British National Party, British National Party , British National Party election results, British Nationality Act 1948, British People's Party , British People's Party , British Union of Fascists, Britons Publishing Society, Camden Town, Candour , CasaPound, Casuals United, Christian Council of Britain, Christian Identity, Clerical fascism, Colin Jordan, Column 88, Combat 18, Conservative Democratic Alliance, Conservative Party , Constitutional Movement, Corporatism, David Copeland, David Myatt, Defence Regulation 18B, Democracy, Denis Pirie, Derek Beackon, Derek Holland , Deutsche Reichspartei, Diana Mitford, Dictatorship, Economic interventionism, Eddy Butler, Eddy Morrison, Elections in United Kingdom, England, England First Party, English Defence League, English Democrats, English National Association, Eugenics, Eurafrika, Europe, Europe a Nation, European National Front, European Social Movement, European nationalism, Extremism, Falange Española y de las JONS, Fascism, Flag Group, Flash and Circle, For Britain, Francis Parker Yockey, Francis Yeats-Brown, Frank McLardy, ...]",Union Movement,union_movement
